Dataset 1,Dataset 2,,,,,,,,,,,
C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\15to17_p.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\9to11_p.csv,,,,,,,,,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom,N1,N2,P1(a),P1(b),P1(etc),P2(a),P2(b),P2(etc)
Grandfather/Grandmother,h2k,4.487538622,-,1,[580.0],[514.0],0.884482759,0.115517241,0,0.840466926,0.159533074,0
A friend around my age,h2c,119.6477517,+,1,[581.0],[513.0],0.462994836,0.537005164,0,0.785575049,0.214424951,0
Boyfriend/Girlfriend,h2l,35.71808151,+,1,[580.0],[514.0],0.913793103,0.086206897,0,0.992217899,0.007782101,0
A teacher,h2d,5.537326522,+,1,[580.0],[514.0],0.879310345,0.120689655,0,0.922178988,0.077821012,0
Classmate,h2m,34.64899443,+,1,[580.0],[514.0],0.748275862,0.251724138,0,0.887159533,0.112840467,0
Someone whose job it is to help children [give examples if needed],h2e,1.603949655,+,1,[580.0],[513.0],0.981034483,0.018965517,0,0.990253411,0.009746589,0
Nanny,h2n,,,1,[580.0],[513.0],0.998275862,0.001724138,0,0.994152047,0.005847953,0
Godfather/Godmother,h2o,0.826015218,-,1,[580.0],[513.0],0.979310345,0.020689655,0,0.970760234,0.029239766,0
Priest/Pastor/Nun,h2p,0.716912105,+,1,[580.0],[513.0],0.984482759,0.015517241,0,0.990253411,0.009746589,0
Neighbor,h2q,1.070305324,+,1,[580.0],[513.0],0.956896552,0.043103448,0,0.968810916,0.031189084,0
Another adult you trust,h2f,32.90087519,+,1,[580.0],[513.0],0.894827586,0.105172414,0,0.980506823,0.019493177,0
Someone else,h2g,1.08897259,+,1,[580.0],[513.0],0.970689655,0.029310345,0,0.980506823,0.019493177,0
No one,h2h,4.499613522,-,1,[580.0],[513.0],0.962068966,0.037931034,0,0.933723197,0.066276803,0
How easy is it for you to talk to your parent/carer about things that upset you?,i1,15.46242278,+,2,[566.0],[509.0],0.574204947,0.374558304,0.051236749,0.683693517,0.263261297,0.053045187
When I speak someone listens to what I say,i2a,1.898063463,+,2,[580.0],[524.0],0.089655172,0.882758621,0.027586207,0.114503817,0.856870229,0.028625954
My family really tries to help me,i2b,1.901013562,-,2,[581.0],[527.0],0.037865749,0.936316695,0.025817556,0.045540797,0.939278937,0.015180266
I feel safe at home,i2c,1.267663984,+,2,[589.0],[534.0],0.042444822,0.943972835,0.013582343,0.054307116,0.936329588,0.009363296
My parent(s)/carer(s) sets rules about what I can do at home,i3b,10.47727713,+,2,[575.0],[525.0],0.180869565,0.794782609,0.024347826,0.253333333,0.735238095,0.011428571
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,7.905110716,+,2,[571.0],[527.0],0.185639229,0.788091068,0.026269702,0.25426945,0.726755218,0.018975332
My parent(s)/carer(s) tells me when I am doing something well,i3d,1.90629218,+,2,[587.0],[527.0],0.178875639,0.802385009,0.018739353,0.208728653,0.768500949,0.022770398
My parent(s)/carer(s) praises me for behaving well,i3a,1.870682282,+,2,[588.0],[528.0],0.176870748,0.80952381,0.013605442,0.198863636,0.78030303,0.020833333
Encourages me to explore and learn things on the internet,i4a,7.444316724,+,2,[575.0],[509.0],0.500869565,0.474782609,0.024347826,0.583497053,0.394891945,0.021611002
Suggests ways to use the internet safely,i4b,13.51493771,+,2,[571.0],[501.0],0.383537653,0.595446585,0.021015762,0.49500998,0.489021956,0.015968064
Talks to me about what I do on the internet,i4c,7.989707319,+,2,[573.0],[504.0],0.453752182,0.521815009,0.02443281,0.535714286,0.450396825,0.013888889
Sits with me while I use the internet,i4d,8.166844265,+,2,[574.0],[505.0],0.503484321,0.479094077,0.017421603,0.59009901,0.394059406,0.015841584
Stays nearby when I use the internet,i4e,4.110610382,+,2,[566.0],[505.0],0.491166078,0.491166078,0.017667845,0.552475248,0.42970297,0.017821782
Does shared activities together with me on the internet,i4f,5.181962543,+,2,[571.0],[506.0],0.518388792,0.464098074,0.017513135,0.584980237,0.395256917,0.019762846
Talks to me about what to do if something online bothers or upsets me,i4g,20.75166673,+,2,[563.0],[488.0],0.500888099,0.468916519,0.030195382,0.635245902,0.352459016,0.012295082
Helps me when something is difficult to do or find on the internet,i4h,6.028607385,+,2,[577.0],[494.0],0.526863085,0.448873484,0.024263432,0.593117409,0.394736842,0.012145749
Explains why some websites are appropriate or inappropriate,i4i,10.25510881,+,2,[563.0],[492.0],0.504440497,0.463587922,0.031971581,0.587398374,0.400406504,0.012195122
Helps me when something bothers me on the internet,i4j,11.18126396,+,2,[568.0],[490.0],0.498239437,0.468309859,0.033450704,0.589795918,0.395918367,0.014285714
Talks to me about the commercial activities I am exposed to online,i4k,0.21776381,-,2,[262.0],[128.0],0.58778626,0.36259542,0.049618321,0.59375,0.3671875,0.0390625
Told my parent/carer about things that bother or upset me on the internet,i5a,6.036237747,+,2,[561.0],[492.0],0.524064171,0.449197861,0.026737968,0.595528455,0.388211382,0.016260163
Helped my parent/carer to do something they found difficult on the internet,i5b,26.19446684,+,2,[565.0],[495.0],0.451327434,0.527433628,0.021238938,0.608080808,0.37979798,0.012121212
Started a discussion with my parent/carer about what I do on the internet,i5c,3.000860405,+,2,[572.0],[499.0],0.482517483,0.491258741,0.026223776,0.527054108,0.456913828,0.016032064
Asked for my parent's/carer's advice on how I should act online,i5d,2.045825755,-,2,[570.0],[502.0],0.556140351,0.426315789,0.01754386,0.533864542,0.43625498,0.029880478
Asked my parent/carer for something that I have seen advertised online,i5e,1.199288424,+,2,[563.0],[491.0],0.660746004,0.317939609,0.021314387,0.6700611,0.299389002,0.030549898
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,2.585902031,-,2,[567.0],[500.0],0.661375661,0.317460317,0.021164021,0.614,0.362,0.024
Use a web or phone camera (e.g.; for Skype or video chat),i6a,15.6048492,-,2,[538.0],[443.0],0.364312268,0.533457249,0.102230483,0.25282167,0.652370203,0.094808126
Download music or films,i6b,84.36641668,-,2,[552.0],[446.0],0.557971014,0.384057971,0.057971014,0.284753363,0.674887892,0.040358744
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,127.5868877,-,2,[562.0],[459.0],0.676156584,0.270462633,0.053380783,0.34204793,0.620915033,0.037037037
Watch video clips (e.g.; on YouTube),i6d,70.02090741,-,2,[560.0],[479.0],0.626785714,0.323214286,0.05,0.375782881,0.5782881,0.045929019
Play games with other people online,i6e,31.30835091,-,2,[537.0],[490.0],0.502793296,0.4283054,0.068901304,0.37755102,0.593877551,0.028571429
Visit a chat room,i6f,72.90801172,-,2,[524.0],[428.0],0.444656489,0.463740458,0.091603053,0.198598131,0.731308411,0.070093458
Use instant messaging,i6g,73.81329908,-,2,[524.0],[422.0],0.498091603,0.433206107,0.06870229,0.239336493,0.708530806,0.052132701
Read/watch news online,i6h,70.57447005,-,2,[548.0],[435.0],0.656934307,0.291970803,0.051094891,0.393103448,0.547126437,0.059770115
Use the internet for school work,i6i,56.99599427,-,2,[565.0],[470.0],0.723893805,0.244247788,0.031858407,0.49787234,0.461702128,0.040425532
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,8.694280614,-,2,[507.0],[432.0],0.394477318,0.499013807,0.106508876,0.342592593,0.587962963,0.069444444
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,45.42300946,-,2,[545.0],[423.0],0.566972477,0.379816514,0.053211009,0.349881797,0.581560284,0.06855792
Parental controls or other means of blocking or filtering some types of website,i7a,9.356031737,+,2,[529.0],[413.0],0.746691871,0.160680529,0.092627599,0.828087167,0.101694915,0.070217918
Parental controls or other means of keeping track of the websites or apps I visit,i7b,3.365561407,+,2,[531.0],[413.0],0.741996234,0.192090395,0.065913371,0.789346247,0.147699758,0.062953995
Rules about how long or when I am allowed to go online,i7c,1.612127489,+,2,[553.0],[466.0],0.504520796,0.443037975,0.05244123,0.52360515,0.439914163,0.036480687
A service or contract that limits the time I spend on the internet,i7d,6.164676965,+,2,[540.0],[438.0],0.598148148,0.355555556,0.046296296,0.673515982,0.294520548,0.03196347
Software to prevent spam or junk mail/viruses,i7e,32.14433797,+,2,[525.0],[417.0],0.636190476,0.291428571,0.072380952,0.803357314,0.148681055,0.047961631
Parental controls that filter the apps I can download,i7f,20.06152809,+,2,[527.0],[413.0],0.685009488,0.256166983,0.058823529,0.813559322,0.15496368,0.031476998
Parental controls that alert my parent/carer when I want to buy content (in-app purchase),i7g,14.44534058,+,2,[527.0],[411.0],0.740037951,0.19544592,0.064516129,0.839416058,0.131386861,0.02919708
Software that limits the people I can be in touch with (through voice calls and SMS/TEXT MMS),i7h,55.69646077,+,2,[524.0],[411.0],0.604961832,0.341603053,0.053435115,0.827250608,0.138686131,0.03406326
Ad blocking software,i7i,13.67738745,+,2,[524.0],[414.0],0.744274809,0.169847328,0.085877863,0.842995169,0.099033816,0.057971014
Which friends or contacts you add to my social networking profile/instant messaging service,i8a,0.088122253,-,2,[494.0],[311.0],0.62145749,0.356275304,0.022267206,0.620578778,0.360128617,0.019292605
The messages in my email or other app for communicating with people,i8b,6.140434623,+,2,[552.0],[432.0],0.670289855,0.300724638,0.028985507,0.743055556,0.233796296,0.023148148
My profile on a social networking site or online community,i8c,0.624371964,+,2,[501.0],[325.0],0.538922156,0.429141717,0.031936128,0.56,0.403076923,0.036923077
Which websites I visited,i8d,0.793129904,+,2,[549.0],[450.0],0.724954463,0.255009107,0.02003643,0.746666667,0.231111111,0.022222222
The apps I downloaded,i8e,7.170889176,-,2,[484.0],[282.0],0.675619835,0.30785124,0.016528926,0.585106383,0.382978723,0.031914894
The in-app purchases I made,i8f,0.396160619,-,2,[475.0],[262.0],0.783157895,0.193684211,0.023157895,0.763358779,0.209923664,0.026717557
How much do you like school at present?,j1,1.669992342,-,2,[550.0],[539.0],0.110909091,0.869090909,0.02,0.102040816,0.886827458,0.011131725
Suggested ways to use the internet safely,j5a,40.79579648,+,2,[542.0],[530.0],0.287822878,0.699261993,0.012915129,0.477358491,0.513207547,0.009433962
Encouraged me to explore and learn things on the internet,j5b,34.25833375,+,2,[535.0],[520.0],0.435514019,0.54953271,0.014953271,0.615384615,0.373076923,0.011538462
Made rules about what I can do on the internet at school,j5c,33.43344574,+,2,[525.0],[510.0],0.459047619,0.518095238,0.022857143,0.637254902,0.350980392,0.011764706
Helped me when I found something difficult to do or find on the internet,j5d,34.24429232,+,2,[515.0],[509.0],0.487378641,0.493203883,0.019417476,0.667976424,0.31827112,0.013752456
Talked to me about what I do on the internet,j5e,18.20259423,+,2,[526.0],[507.0],0.551330798,0.429657795,0.019011407,0.6765286,0.301775148,0.021696252
Explained why some websites are good or bad,j5f,34.00289748,+,2,[523.0],[509.0],0.407265774,0.573613767,0.019120459,0.58546169,0.392927308,0.021611002
Suggested ways to behave towards other people online,j5g,55.80340513,+,2,[525.0],[509.0],0.375238095,0.601904762,0.022857143,0.607072692,0.37524558,0.017681729
Helped me in the past when something has bothered me on the internet,j5h,25.98395684,+,2,[509.0],[495.0],0.575638507,0.396856582,0.027504912,0.727272727,0.260606061,0.012121212
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,26.61764424,+,2,[512.0],[488.0],0.548828125,0.431640625,0.01953125,0.704918033,0.276639344,0.018442623
My friends really try to help me,k1a,49.7501736,+,2,[583.0],[521.0],0.092624357,0.873070326,0.034305317,0.251439539,0.719769674,0.028790787
I can count on my friends when things go wrong,k1b,46.58499164,+,2,[579.0],[520.0],0.110535406,0.870466321,0.018998273,0.267307692,0.705769231,0.026923077
I can talk about my problems with my friends,k1c,76.53939979,+,2,[582.0],[519.0],0.096219931,0.886597938,0.017182131,0.302504817,0.674373796,0.023121387
I get worried when I �?nd out my friends are having fun without me ,k1d,33.12926193,+,2,[568.0],[511.0],0.283450704,0.693661972,0.022887324,0.452054795,0.528375734,0.019569472
Suggested ways to use the internet safely,k2a,43.01340618,+,2,[566.0],[509.0],0.374558304,0.607773852,0.017667845,0.571709234,0.408644401,0.019646365
Encouraged me to explore and learn things on the internet,k2b,49.25975396,+,2,[566.0],[504.0],0.374558304,0.61130742,0.014134276,0.58531746,0.396825397,0.017857143
Helped me when I found something difficult to do on the internet,k2c,59.09335074,+,2,[559.0],[502.0],0.427549195,0.554561717,0.017889088,0.65936255,0.320717131,0.019920319
Explained why some websites are good or bad,k2d,43.18476452,+,2,[558.0],[489.0],0.482078853,0.498207885,0.019713262,0.676891616,0.298568507,0.024539877
Suggested ways to behave towards other people on the internet,k2e,44.40048907,+,2,[560.0],[491.0],0.460714286,0.521428571,0.017857143,0.655804481,0.317718941,0.026476578
Helped me in the past when something has bothered me on the internet,k2f,40.97908258,+,2,[553.0],[487.0],0.502712477,0.477396022,0.019891501,0.696098563,0.285420945,0.018480493
Have you suggested to your friends ways to use the internet safely?,k3,55.70097483,+,2,[563.0],[499.0],0.378330373,0.603907638,0.017761989,0.601202405,0.374749499,0.024048096
I feel safe in the area where I live,k4a,9.82554378,+,2,[566.0],[519.0],0.088339223,0.885159011,0.026501767,0.148362235,0.832369942,0.019267823
It is safe for younger children to play outside during the day,k4b,15.30869225,+,2,[569.0],[520.0],0.181019332,0.801405975,0.017574692,0.278846154,0.7,0.021153846
You can trust people around here,k4c,23.23408047,+,2,[569.0],[520.0],0.14059754,0.834797891,0.024604569,0.251923077,0.736538462,0.011538462
How often do you get some new clothes to wear?,a14,3.464171314,+,2,[582.0],[542.0],0.075601375,0.888316151,0.036082474,0.10701107,0.861623616,0.031365314
How easily can you find a quiet place to study or do homework?,a15,0.570146988,-,2,[581.0],[530.0],0.191049914,0.790017212,0.018932874,0.19245283,0.794339623,0.013207547
How often do you go on holiday [for at least one week] away from home?,a16,4.841804586,-,2,[570.0],[529.0],0.356140351,0.612280702,0.031578947,0.306238185,0.672967864,0.020793951
How often do you have fresh fruit and vegetables to eat?,a17,1.879150312,+,2,[574.0],[532.0],0.102787456,0.87630662,0.020905923,0.127819549,0.855263158,0.016917293
How often do you have fish or meat to eat?,a17a,8.529848679,+,2,[580.0],[536.0],0.074137931,0.910344828,0.015517241,0.123134328,0.854477612,0.02238806
Do you have at least two pairs of properly fitting shoes? [include: boots; sandals; trainers; etc.],a18,11.27866027,+,2,[585.0],[538.0],0.104273504,0.882051282,0.013675214,0.171003717,0.810408922,0.018587361
How often do you get some new games or toys to play with?,a19,64.75770769,-,2,[519.0],[514.0],0.587668593,0.304431599,0.107899807,0.459143969,0.517509728,0.023346304
I get very angry and often lose my temper,a20a,17.09234923,+,2,[595.0],[535.0],0.304201681,0.684033613,0.011764706,0.422429907,0.568224299,0.009345794
I usually do as I am told,a20b,4.650332587,+,2,[593.0],[535.0],0.087689713,0.903878583,0.008431703,0.127102804,0.863551402,0.009345794
I fight a lot; I can make other people do what I want,a20c,0.718103228,-,2,[589.0],[530.0],0.782682513,0.203735144,0.013582343,0.762264151,0.224528302,0.013207547
I am often accused of lying or cheating,a20d,2.662050892,-,2,[585.0],[529.0],0.735042735,0.24957265,0.015384615,0.697542533,0.291115312,0.011342155
I take things that are not mine from home; school or elsewhere,a20e,1.629836604,-,2,[583.0],[527.0],0.867924528,0.118353345,0.013722127,0.842504744,0.144212524,0.013282732
I worry a lot,a20f,43.0951877,+,2,[588.0],[527.0],0.209183673,0.780612245,0.010204082,0.385199241,0.599620493,0.015180266
I am nervous in certain new situations; I easily lose confidence,a20g,25.85402578,+,2,[572.0],[525.0],0.36013986,0.618881119,0.020979021,0.512380952,0.472380952,0.015238095
I get a lot of headaches; stomach-aches or sickness,a20h,2.05966337,+,2,[581.0],[524.0],0.547332186,0.43545611,0.017211704,0.589694656,0.393129771,0.017175573
I am often unhappy; sad or tearful,a20i,18.58241436,+,2,[580.0],[529.0],0.418965517,0.570689655,0.010344828,0.548204159,0.442344045,0.009451796
I have many fears and I am easily scared,a20j,0.268520621,+,2,[579.0],[529.0],0.350604491,0.639032815,0.010362694,0.357277883,0.629489603,0.013232514
I am restless; I cannot stay still for long,a20k,10.59099051,+,2,[572.0],[525.0],0.52972028,0.452797203,0.017482517,0.622857143,0.356190476,0.020952381
I finish the work I'm doing. My attention is good,a20l,17.05763872,+,2,[578.0],[519.0],0.157439446,0.823529412,0.019031142,0.258188825,0.726396917,0.015414258
I am easily distracted and find it difficult to concentrate,a20n,24.40230196,+,2,[577.0],[516.0],0.301559792,0.679376083,0.019064125,0.445736434,0.536821705,0.01744186
I think before I do things,a20o,25.63502935,+,2,[585.0],[520.0],0.104273504,0.883760684,0.011965812,0.209615385,0.769230769,0.021153846
Other people my age generally like me,a20p,20.67127066,+,2,[578.0],[515.0],0.202422145,0.785467128,0.012110727,0.310679612,0.66407767,0.025242718
Other children or young people pick on me,a20q,16.9302823,-,2,[575.0],[520.0],0.553043478,0.426086957,0.020869565,0.430769231,0.55,0.019230769
I am usually on my own; I generally play alone or keep to myself,a20r,3.199377083,-,2,[569.0],[518.0],0.60456942,0.37258348,0.0228471,0.579150579,0.409266409,0.011583012
I have at least one good friend,a20s,0.947754613,+,2,[585.0],[524.0],0.105982906,0.878632479,0.015384615,0.124045802,0.86259542,0.013358779
I get on better with adults than with people my own age,a20t,51.15956847,+,2,[572.0],[513.0],0.36013986,0.622377622,0.017482517,0.576998051,0.411306043,0.011695906
I am helpful if someone is hurt; upset or feeling ill,a20u,19.67058082,+,2,[577.0],[519.0],0.171577123,0.802426343,0.025996534,0.27938343,0.707129094,0.013487476
I try to be nice to other people. I care about their feelings,a20v,6.407217643,+,2,[573.0],[517.0],0.151832461,0.828970332,0.019197208,0.20696325,0.781431335,0.011605416
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,16.02103048,+,2,[574.0],[513.0],0.160278746,0.81184669,0.027874564,0.249512671,0.738791423,0.011695906
I usually share with others (food; games; pens etc.),a20x,12.50382452,+,2,[574.0],[519.0],0.106271777,0.87804878,0.015679443,0.179190751,0.811175337,0.009633911
Other children are treated better than me,a21a,3.306628045,+,2,[573.0],[510.0],0.312390925,0.656195462,0.031413613,0.364705882,0.605882353,0.029411765
People seem to think I am not smart,a21b,3.701891799,+,2,[575.0],[516.0],0.537391304,0.429565217,0.033043478,0.59496124,0.377906977,0.027131783
People seem to think they’re better than me,a21c,28.48060295,+,2,[569.0],[516.0],0.377855888,0.588752197,0.033391916,0.53875969,0.432170543,0.029069767
I get called names or insulted by other children,a21d,3.098607155,-,2,[571.0],[515.0],0.481611208,0.486865149,0.031523643,0.450485437,0.530097087,0.019417476
Because of where my family is from,a22a,0.011109018,+,1,[362.0],[275.0],0.814917127,0.185082873,0,0.818181818,0.181818182,0
Because of my skin colour,a22b,0.326190859,-,1,[362.0],[275.0],0.803867403,0.196132597,0,0.785454545,0.214545455,0
Because of my religion,a22c,0.139084418,-,1,[362.0],[275.0],0.889502762,0.110497238,0,0.88,0.12,0
Because of my height or weight,a22d,0.410273157,-,1,[362.0],[275.0],0.70718232,0.29281768,0,0.683636364,0.316363636,0
Because of a disability,a22e,0.119977398,+,1,[362.0],[275.0],0.919889503,0.080110497,0,0.927272727,0.072727273,0
Because of not having enough money,a22f,0.544983027,+,1,[362.0],[275.0],0.817679558,0.182320442,0,0.84,0.16,0
Because of my sexual orientation,a22g,0.12667039,-,1,[362.0],[275.0],0.958563536,0.041436464,0,0.952727273,0.047272727,0
Because of how I look or behave,a22h,4.554297914,+,1,[362.0],[275.0],0.698895028,0.301104972,0,0.774545455,0.225454545,0
Because of my attitude,a22j,1.420284176,+,1,[362.0],[275.0],0.698895028,0.301104972,0,0.741818182,0.258181818,0
Because of my opinions or beliefs,a22i,11.2919382,+,1,[362.0],[275.0],0.79558011,0.20441989,0,0.894545455,0.105454545,0
Because my parents are not around (i.e.; OFW),a22k,3.318162793,+,1,[362.0],[275.0],0.955801105,0.044198895,0,0.981818182,0.018181818,0
Because of the ethnic group I belong to,a22l,0.784887465,+,1,[362.0],[275.0],0.944751381,0.055248619,0,0.96,0.04,0
Due to conflict / war in our area,a22m,,,1,[362.0],[275.0],0.980662983,0.019337017,0,0.996363636,0.003636364,0
Because I am not studying (i.e.; out-of-school),a22n,0.062965373,+,1,[362.0],[275.0],0.975138122,0.024861878,0,0.978181818,0.021818182,0
Because I do not have a permanent residence / house,a22o,0.062965373,+,1,[362.0],[275.0],0.975138122,0.024861878,0,0.978181818,0.021818182,0
When you were treated this way; how often did it happen on the internet?,a23,0.763461837,+,2,[430.0],[356.0],0.730232558,0.251162791,0.018604651,0.755617978,0.230337079,0.014044944
I do dangerous things for fun,a24a,1.892551176,+,2,[563.0],[510.0],0.785079929,0.186500888,0.028419183,0.815686275,0.164705882,0.019607843
I do exciting things; even if they are dangerous,a24b,1.790738851,+,2,[566.0],[512.0],0.756183746,0.220848057,0.022968198,0.787109375,0.197265625,0.015625
Had so much alcohol that I got really drunk,a25a,18.44083371,+,2,[568.0],[496.0],0.866197183,0.105633803,0.028169014,0.943548387,0.048387097,0.008064516
Missed school lessons without my parent(s)/carer(s) knowing,a25b,25.79685886,+,2,[574.0],[512.0],0.792682927,0.175958188,0.031358885,0.904296875,0.08203125,0.013671875
Had sexual intercourse,a25c,1.124567646,-,2,[573.0],[485.0],0.888307155,0.073298429,0.038394415,0.886597938,0.084536082,0.028865979
Been in trouble with my teachers for bad behaviour,a25d,2.118704202,+,2,[565.0],[502.0],0.860176991,0.132743363,0.007079646,0.862549801,0.121513944,0.015936255
Been in trouble with the police,a25e,0.925626403,-,2,[569.0],[499.0],0.936731107,0.043936731,0.019332162,0.925851703,0.046092184,0.028056112
Met personally with someone whom I met online (i.e.; eyeball),a25f,7.840478652,+,2,[570.0],[489.0],0.854385965,0.128070175,0.01754386,0.90797546,0.075664622,0.016359918
I can solve difficult problems if I try hard enough,a26a,58.49391096,+,2,[561.0],[489.0],0.219251337,0.762923351,0.017825312,0.435582822,0.539877301,0.024539877
If someone opposes me; I can find ways to get what I want,a26b,39.15090238,+,2,[545.0],[480.0],0.335779817,0.640366972,0.023853211,0.527083333,0.447916667,0.025
It's easy for me to stick to my aims and achieve my goals,a26c,37.06056832,+,2,[549.0],[485.0],0.189435337,0.786885246,0.023679417,0.348453608,0.61443299,0.037113402
I am confident that I can deal with unexpected problems,a26d,59.01622539,+,2,[553.0],[489.0],0.195298373,0.779385172,0.025316456,0.406952965,0.558282209,0.034764826
I can stay calm when things get difficult because I am good at coping,a26g,43.32989653,+,2,[557.0],[498.0],0.157989228,0.81508079,0.026929982,0.327309237,0.638554217,0.034136546
Ideally; if you are given an opportunity; what level of education do you want to finish?,a27,1.053651271,-,2,[604.0],[543.0],0.059602649,0.927152318,0.013245033,0.064456722,0.928176796,0.007366483
Imagine if given the opportunity to finish your studies or to get your desired career in the future; where do you want to work?,a28,,,2,[603.0],[534.0],0.975124378,0.008291874,0.016583748,0.979400749,0.003745318,0.016853933
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,33.06037086,+,2,[571.0],[505.0],0.280210158,0.700525394,0.019264448,0.447524752,0.532673267,0.01980198
When I use the internet; I feel I want to achieve more in life.,a29b,20.99233974,+,2,[571.0],[496.0],0.34150613,0.642732049,0.015761821,0.471774194,0.504032258,0.024193548
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,8.990876588,+,2,[577.0],[469.0],0.812824957,0.157712305,0.029462738,0.880597015,0.10021322,0.019189765
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,4.76887935,+,2,[565.0],[468.0],0.867256637,0.111504425,0.021238938,0.91025641,0.076923077,0.012820513
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,39.49862841,+,2,[571.0],[477.0],0.725043783,0.260945709,0.014010508,0.865828092,0.109014675,0.025157233
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,11.58339038,+,2,[557.0],[461.0],0.86535009,0.102333932,0.032315978,0.930585683,0.04989154,0.019522777
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,10.96138859,+,2,[562.0],[470.0],0.830960854,0.138790036,0.03024911,0.889361702,0.074468085,0.036170213
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,8.477483718,+,2,[568.0],[468.0],0.86443662,0.105633803,0.029929577,0.914529915,0.055555556,0.02991453
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,18.37670616,+,2,[572.0],[467.0],0.870629371,0.106643357,0.022727273,0.935760171,0.03640257,0.027837259
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,,,2,[61.0],[23.0],0.770491803,0.229508197,0,0.434782609,0.52173913,0.043478261
I have talked about sexual acts with someone on the internet when I did not want to,g3b,,,2,[82.0],[34.0],0.597560976,0.341463415,0.06097561,0.558823529,0.411764706,0.029411765
I have done something sexual on the internet when I did not want to,g3c,,,2,[61.0],[26.0],0.655737705,0.295081967,0.049180328,0.461538462,0.423076923,0.115384615
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,,,2,[63.0],[16.0],0.825396825,0.158730159,0.015873016,0.5,0.5,0
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); did it happen when you were using which of the following?,g4,,,4,[128.0],[51.0],0.7109375,0.09375,0.1953125,0.568627451,0.294117647,0.137254902
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); who was the person who did this?,g5,,,9,[118.0],[46.0],0.194915254,0.118644068,0.686440678,0.195652174,0.195652174,0.608695652
Brother (over 18),g9a,3.564416779,-,1,[107.0],[50.0],0.831775701,0.168224299,0,0.7,0.3,0
Sister (over 18),g9b,0.43603576,-,1,[107.0],[50.0],0.878504673,0.121495327,0,0.84,0.16,0
A younger brother or sister,g9c,1.679623015,-,1,[107.0],[50.0],0.878504673,0.121495327,0,0.8,0.2,0
Father or step-/foster father,g9d,,,1,[107.0],[50.0],0.962616822,0.037383178,0,0.88,0.12,0
Mother or step-/foster mother,g9e,5.265118746,-,1,[107.0],[50.0],0.925233645,0.074766355,0,0.8,0.2,0
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.248476728,-,1,[107.0],[50.0],0.887850467,0.112149533,0,0.86,0.14,0
Friend or acquaintance,g9g,0.467331776,+,1,[107.0],[50.0],0.728971963,0.271028037,0,0.78,0.22,0
Teacher/ educator,g9h,,,1,[107.0],[50.0],0.971962617,0.028037383,0,0.92,0.08,0
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,,,1,[107.0],[50.0],0.943925234,0.056074766,0,0.96,0.04,0
Other (specify),g9i,,,1,[107.0],[50.0],0.953271028,0.046728972,0,0.96,0.04,0
I didn’t tell anyone about it,g9k,,,1,[107.0],[50.0],0.906542056,0.093457944,0,0.94,0.06,0
