Dataset 1,Dataset 2,,,,,,,,,,,
C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\9to11_p.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\12to14_p.csv,,,,,,,,,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom,N1,N2,P1(a),P1(b),P1(etc),P2(a),P2(b),P2(etc)
Boyfriend/Girlfriend,h2l,5.582633674,-,1,[514.0],[601.0],0.992217899,0.007782101,0,0.973377704,0.026622296,0
A teacher,h2d,0.379117657,+,1,[514.0],[601.0],0.922178988,0.077821012,0,0.931780366,0.068219634,0
Classmate,h2m,14.02250209,-,1,[514.0],[601.0],0.887159533,0.112840467,0,0.805324459,0.194675541,0
Someone whose job it is to help children [give examples if needed],h2e,0.989742617,-,1,[513.0],[601.0],0.990253411,0.009746589,0,0.983361065,0.016638935,0
Nanny,h2n,,,1,[513.0],[601.0],0.994152047,0.005847953,0,0.996672213,0.003327787,0
Godfather/Godmother,h2o,0.193593459,+,1,[513.0],[601.0],0.970760234,0.029239766,0,0.975041597,0.024958403,0
Priest/Pastor/Nun,h2p,1.431266853,-,1,[513.0],[601.0],0.990253411,0.009746589,0,0.981697171,0.018302829,0
Neighbor,h2q,0.246450911,-,1,[513.0],[601.0],0.968810916,0.031189084,0,0.963394343,0.036605657,0
Another adult you trust,h2f,11.41460592,-,1,[513.0],[601.0],0.980506823,0.019493177,0,0.940099834,0.059900166,0
Someone else,h2g,0.376812478,-,1,[513.0],[601.0],0.980506823,0.019493177,0,0.975041597,0.024958403,0
No one,h2h,0.454753379,+,1,[513.0],[601.0],0.933723197,0.066276803,0,0.943427621,0.056572379,0
How easy is it for you to talk to your parent/carer about things that upset you?,i1,8.719309539,-,2,[509.0],[572.0],0.683693517,0.263261297,0.053045187,0.604895105,0.346153846,0.048951049
When I speak someone listens to what I say,i2a,1.285812118,-,2,[524.0],[593.0],0.114503817,0.856870229,0.028625954,0.119730185,0.861720067,0.018549747
My family really tries to help me,i2b,0.42087964,+,2,[527.0],[600.0],0.045540797,0.939278937,0.015180266,0.053333333,0.933333333,0.013333333
I feel safe at home,i2c,0.167764637,-,2,[534.0],[612.0],0.054307116,0.936329588,0.009363296,0.049019608,0.941176471,0.009803922
My parent(s)/carer(s) sets rules about what I can do at home,i3b,0.117400064,-,2,[525.0],[601.0],0.253333333,0.735238095,0.011428571,0.247920133,0.738768719,0.013311148
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,1.695114771,+,2,[527.0],[593.0],0.25426945,0.726755218,0.018975332,0.266441821,0.723440135,0.010118044
My parent(s)/carer(s) tells me when I am doing something well,i3d,1.496740324,-,2,[527.0],[602.0],0.208728653,0.768500949,0.022770398,0.215946844,0.77076412,0.013289037
My parent(s)/carer(s) praises me for behaving well,i3a,0.544201221,-,2,[528.0],[597.0],0.198863636,0.78030303,0.020833333,0.202680067,0.782244556,0.015075377
Encourages me to explore and learn things on the internet,i4a,0.117552423,+,2,[509.0],[572.0],0.583497053,0.394891945,0.021611002,0.590909091,0.38986014,0.019230769
Suggests ways to use the internet safely,i4b,3.130509728,-,2,[501.0],[573.0],0.49500998,0.489021956,0.015968064,0.441535777,0.542757417,0.015706806
Talks to me about what I do on the internet,i4c,0.757170186,-,2,[504.0],[571.0],0.535714286,0.450396825,0.013888889,0.516637478,0.464098074,0.019264448
Sits with me while I use the internet,i4d,0.366540029,+,2,[505.0],[573.0],0.59009901,0.394059406,0.015841584,0.602094241,0.385689354,0.012216405
Stays nearby when I use the internet,i4e,0.106773862,+,2,[505.0],[568.0],0.552475248,0.42970297,0.017821782,0.559859155,0.424295775,0.01584507
Does shared activities together with me on the internet,i4f,0.581838151,-,2,[506.0],[578.0],0.584980237,0.395256917,0.019762846,0.589965398,0.396193772,0.01384083
Talks to me about what to do if something online bothers or upsets me,i4g,6.234337623,-,2,[488.0],[563.0],0.635245902,0.352459016,0.012295082,0.584369449,0.38365897,0.031971581
Helps me when something is difficult to do or find on the internet,i4h,5.566619686,-,2,[494.0],[571.0],0.593117409,0.394736842,0.012145749,0.525394046,0.453590193,0.021015762
Explains why some websites are appropriate or inappropriate,i4i,3.594461042,-,2,[492.0],[563.0],0.587398374,0.400406504,0.012195122,0.545293073,0.429840142,0.024866785
Helps me when something bothers me on the internet,i4j,6.697264295,-,2,[490.0],[561.0],0.589795918,0.395918367,0.014285714,0.511586453,0.467023173,0.021390374
Talks to me about the commercial activities I am exposed to online,i4k,0.270995698,-,2,[128.0],[209.0],0.59375,0.3671875,0.0390625,0.598086124,0.373205742,0.028708134
Told my parent/carer about things that bother or upset me on the internet,i5a,2.216961,-,2,[492.0],[551.0],0.595528455,0.388211382,0.016260163,0.56261343,0.410163339,0.02722323
Helped my parent/carer to do something they found difficult on the internet,i5b,10.06620589,-,2,[495.0],[565.0],0.608080808,0.37979798,0.012121212,0.511504425,0.47079646,0.017699115
Started a discussion with my parent/carer about what I do on the internet,i5c,2.012191423,-,2,[499.0],[572.0],0.527054108,0.456913828,0.016032064,0.496503497,0.477272727,0.026223776
Asked for my parent's/carer's advice on how I should act online,i5d,0.966854938,+,2,[502.0],[566.0],0.533864542,0.43625498,0.029880478,0.558303887,0.418727915,0.022968198
Asked my parent/carer for something that I have seen advertised online,i5e,0.33293072,+,2,[491.0],[565.0],0.6700611,0.299389002,0.030549898,0.676106195,0.299115044,0.024778761
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,0.304031539,+,2,[500.0],[567.0],0.614,0.362,0.024,0.622574956,0.358024691,0.019400353
Use a web or phone camera (e.g.; for Skype or video chat),i6a,3.002107859,+,2,[443.0],[524.0],0.25282167,0.652370203,0.094808126,0.299618321,0.622137405,0.078244275
Download music or films,i6b,37.06375441,+,2,[446.0],[535.0],0.284753363,0.674887892,0.040358744,0.471028037,0.485981308,0.042990654
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,53.45872081,+,2,[459.0],[552.0],0.34204793,0.620915033,0.037037037,0.570652174,0.39673913,0.032608696
Watch video clips (e.g.; on YouTube),i6d,25.71382709,+,2,[479.0],[563.0],0.375782881,0.5782881,0.045929019,0.53285968,0.431616341,0.035523979
Play games with other people online,i6e,13.74289769,+,2,[490.0],[557.0],0.37755102,0.593877551,0.028571429,0.482944345,0.47935368,0.037701975
Visit a chat room,i6f,35.17096743,+,2,[428.0],[526.0],0.198598131,0.731308411,0.070093458,0.374524715,0.566539924,0.058935361
Use instant messaging,i6g,39.72072975,+,2,[422.0],[526.0],0.239336493,0.708530806,0.052132701,0.435361217,0.522813688,0.041825095
Read/watch news online,i6h,27.68752398,+,2,[435.0],[540.0],0.393103448,0.547126437,0.059770115,0.557407407,0.412962963,0.02962963
Use the internet for school work,i6i,23.15402111,+,2,[470.0],[566.0],0.49787234,0.461702128,0.040425532,0.644876325,0.332155477,0.022968198
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,6.705138635,+,2,[432.0],[500.0],0.342592593,0.587962963,0.069444444,0.424,0.522,0.054
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,15.83677385,+,2,[423.0],[529.0],0.349881797,0.581560284,0.06855792,0.474480151,0.482041588,0.043478261
Parental controls or other means of blocking or filtering some types of website,i7a,6.819043422,-,2,[413.0],[524.0],0.828087167,0.101694915,0.070217918,0.77480916,0.160305344,0.064885496
Parental controls or other means of keeping track of the websites or apps I visit,i7b,4.575670643,-,2,[413.0],[522.0],0.789346247,0.147699758,0.062953995,0.762452107,0.19348659,0.044061303
Rules about how long or when I am allowed to go online,i7c,0.344751081,-,2,[466.0],[552.0],0.52360515,0.439914163,0.036480687,0.510869565,0.456521739,0.032608696
A service or contract that limits the time I spend on the internet,i7d,1.973320271,-,2,[438.0],[543.0],0.673515982,0.294520548,0.03196347,0.633517495,0.32412523,0.042357274
Software to prevent spam or junk mail/viruses,i7e,13.12476549,-,2,[417.0],[520.0],0.803357314,0.148681055,0.047961631,0.705769231,0.242307692,0.051923077
Parental controls that filter the apps I can download,i7f,11.31004525,-,2,[413.0],[517.0],0.813559322,0.15496368,0.031476998,0.723404255,0.243713733,0.032882012
Parental controls that alert my parent/carer when I want to buy content (in-app purchase),i7g,6.724379043,-,2,[411.0],[512.0],0.839416058,0.131386861,0.02919708,0.771484375,0.19140625,0.037109375
Software that limits the people I can be in touch with (through voice calls and SMS/TEXT MMS),i7h,21.94920365,-,2,[411.0],[510.0],0.827250608,0.138686131,0.03406326,0.703921569,0.264705882,0.031372549
Ad blocking software,i7i,5.919024612,-,2,[414.0],[510.0],0.842995169,0.099033816,0.057971014,0.792156863,0.152941176,0.054901961
Which friends or contacts you add to my social networking profile/instant messaging service,i8a,0.341574867,+,2,[311.0],[470.0],0.620578778,0.360128617,0.019292605,0.621276596,0.353191489,0.025531915
The messages in my email or other app for communicating with people,i8b,1.451976027,-,2,[432.0],[543.0],0.743055556,0.233796296,0.023148148,0.712707182,0.267034991,0.020257827
My profile on a social networking site or online community,i8c,1.89479245,-,2,[325.0],[479.0],0.56,0.403076923,0.036923077,0.532359081,0.442588727,0.025052192
Which websites I visited,i8d,2.080975058,-,2,[450.0],[554.0],0.746666667,0.231111111,0.022222222,0.705776173,0.268953069,0.025270758
The apps I downloaded,i8e,1.170819449,+,2,[282.0],[453.0],0.585106383,0.382978723,0.031914894,0.604856512,0.375275938,0.01986755
The in-app purchases I made,i8f,0.205698268,+,2,[262.0],[429.0],0.763358779,0.209923664,0.026717557,0.762237762,0.205128205,0.032634033
How much do you like school at present?,j1,0.046472373,-,2,[539.0],[587.0],0.102040816,0.886827458,0.011131725,0.098807496,0.889267462,0.011925043
Suggested ways to use the internet safely,j5a,16.81563194,-,2,[530.0],[572.0],0.477358491,0.513207547,0.009433962,0.356643357,0.627622378,0.015734266
Encouraged me to explore and learn things on the internet,j5b,6.86446869,-,2,[520.0],[561.0],0.615384615,0.373076923,0.011538462,0.536541889,0.449197861,0.01426025
Made rules about what I can do on the internet at school,j5c,10.20868858,-,2,[510.0],[553.0],0.637254902,0.350980392,0.011764706,0.540687161,0.444846293,0.014466546
Helped me when I found something difficult to do or find on the internet,j5d,12.72529584,-,2,[509.0],[544.0],0.667976424,0.31827112,0.013752456,0.564338235,0.424632353,0.011029412
Talked to me about what I do on the internet,j5e,4.505739975,-,2,[507.0],[543.0],0.6765286,0.301775148,0.021696252,0.629834254,0.357274401,0.012891344
Explained why some websites are good or bad,j5f,8.52342275,-,2,[509.0],[548.0],0.58546169,0.392927308,0.021611002,0.501824818,0.481751825,0.016423358
Suggested ways to behave towards other people online,j5g,19.94549679,-,2,[509.0],[547.0],0.607072692,0.37524558,0.017681729,0.475319927,0.511882998,0.012797075
Helped me in the past when something has bothered me on the internet,j5h,13.35488286,-,2,[495.0],[532.0],0.727272727,0.260606061,0.012121212,0.620300752,0.364661654,0.015037594
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,7.390267328,-,2,[488.0],[525.0],0.704918033,0.276639344,0.018442623,0.626666667,0.356190476,0.017142857
My friends really try to help me,k1a,28.16045662,-,2,[521.0],[583.0],0.251439539,0.719769674,0.028790787,0.12864494,0.847341338,0.024013722
I can count on my friends when things go wrong,k1b,32.08206207,-,2,[520.0],[587.0],0.267307692,0.705769231,0.026923077,0.141396934,0.846678024,0.011925043
I can talk about my problems with my friends,k1c,19.33114315,-,2,[519.0],[587.0],0.302504817,0.674373796,0.023121387,0.197614991,0.790459966,0.011925043
I get worried when I �?nd out my friends are having fun without me ,k1d,8.326530019,-,2,[511.0],[574.0],0.452054795,0.528375734,0.019569472,0.365853659,0.611498258,0.022648084
Suggested ways to use the internet safely,k2a,17.27614039,-,2,[509.0],[574.0],0.571709234,0.408644401,0.019646365,0.451219512,0.534843206,0.013937282
Encouraged me to explore and learn things on the internet,k2b,15.25324996,-,2,[504.0],[572.0],0.58531746,0.396825397,0.017857143,0.47027972,0.515734266,0.013986014
Helped me when I found something difficult to do on the internet,k2c,13.39036142,-,2,[502.0],[564.0],0.65936255,0.320717131,0.019920319,0.55141844,0.429078014,0.019503546
Explained why some websites are good or bad,k2d,18.68510713,-,2,[489.0],[569.0],0.676891616,0.298568507,0.024539877,0.553602812,0.427065026,0.019332162
Suggested ways to behave towards other people on the internet,k2e,12.90642247,-,2,[491.0],[572.0],0.655804481,0.317718941,0.026476578,0.576923077,0.412587413,0.01048951
Helped me in the past when something has bothered me on the internet,k2f,21.00957275,-,2,[487.0],[563.0],0.696098563,0.285420945,0.018480493,0.56660746,0.420959147,0.012433393
Have you suggested to your friends ways to use the internet safely?,k3,28.73687462,-,2,[499.0],[572.0],0.601202405,0.374749499,0.024048096,0.444055944,0.538461538,0.017482517
I feel safe in the area where I live,k4a,6.791767056,-,2,[519.0],[595.0],0.148362235,0.832369942,0.019267823,0.097478992,0.884033613,0.018487395
It is safe for younger children to play outside during the day,k4b,13.39461324,-,2,[520.0],[595.0],0.278846154,0.7,0.021153846,0.191596639,0.794957983,0.013445378
You can trust people around here,k4c,11.78878558,-,2,[520.0],[593.0],0.251923077,0.736538462,0.011538462,0.168634064,0.81618887,0.015177066
How often do you get some new clothes to wear?,a14,7.595752811,-,2,[542.0],[608.0],0.10701107,0.861623616,0.031365314,0.067434211,0.912828947,0.019736842
How easily can you find a quiet place to study or do homework?,a15,2.329533095,-,2,[530.0],[610.0],0.19245283,0.794339623,0.013207547,0.159016393,0.824590164,0.016393443
How often do you go on holiday [for at least one week] away from home?,a16,0.652177487,+,2,[529.0],[604.0],0.306238185,0.672967864,0.020793951,0.316225166,0.668874172,0.014900662
How often do you have fresh fruit and vegetables to eat?,a17,0.166105301,+,2,[532.0],[613.0],0.127819549,0.855263158,0.016917293,0.135399674,0.846655791,0.017944535
How often do you have fish or meat to eat?,a17a,2.841698076,+,2,[536.0],[613.0],0.123134328,0.854477612,0.02238806,0.156606852,0.825448613,0.017944535
Do you have at least two pairs of properly fitting shoes? [include: boots; sandals; trainers; etc.],a18,0.086677059,-,2,[538.0],[618.0],0.171003717,0.810408922,0.018587361,0.165048544,0.817152104,0.017799353
How often do you get some new games or toys to play with?,a19,25.87991133,+,2,[514.0],[558.0],0.459143969,0.517509728,0.023346304,0.553763441,0.38172043,0.064516129
I get very angry and often lose my temper,a20a,6.597824445,-,2,[535.0],[611.0],0.422429907,0.568224299,0.009345794,0.348608838,0.639934534,0.011456628
I usually do as I am told,a20b,3.700511522,-,2,[535.0],[613.0],0.127102804,0.863551402,0.009345794,0.092985318,0.893964111,0.013050571
I fight a lot; I can make other people do what I want,a20c,0.300332748,+,2,[530.0],[612.0],0.762264151,0.224528302,0.013207547,0.767973856,0.215686275,0.016339869
I am often accused of lying or cheating,a20d,1.753583396,+,2,[529.0],[608.0],0.697542533,0.291115312,0.011342155,0.694078947,0.284539474,0.021381579
I take things that are not mine from home; school or elsewhere,a20e,0.634677924,+,2,[527.0],[602.0],0.842504744,0.144212524,0.013282732,0.84717608,0.134551495,0.018272425
I worry a lot,a20f,20.86829768,-,2,[527.0],[606.0],0.385199241,0.599620493,0.015180266,0.259075908,0.726072607,0.014851485
I am nervous in certain new situations; I easily lose confidence,a20g,5.627439519,-,2,[525.0],[589.0],0.512380952,0.472380952,0.015238095,0.444821732,0.543293718,0.01188455
I get a lot of headaches; stomach-aches or sickness,a20h,2.136951061,+,2,[524.0],[595.0],0.589694656,0.393129771,0.017175573,0.613445378,0.378151261,0.008403361
I am often unhappy; sad or tearful,a20i,7.181435002,-,2,[529.0],[600.0],0.548204159,0.442344045,0.009451796,0.468333333,0.52,0.011666667
I have many fears and I am easily scared,a20j,0.805634507,+,2,[529.0],[599.0],0.357277883,0.629489603,0.013232514,0.358931553,0.621035058,0.020033389
I am restless; I cannot stay still for long,a20k,3.273967042,-,2,[525.0],[592.0],0.622857143,0.356190476,0.020952381,0.589527027,0.398648649,0.011824324
I finish the work I'm doing. My attention is good,a20l,2.449502869,-,2,[519.0],[588.0],0.258188825,0.726396917,0.015414258,0.221088435,0.767006803,0.011904762
I am easily distracted and find it difficult to concentrate,a20n,4.407740173,-,2,[516.0],[590.0],0.445736434,0.536821705,0.01744186,0.394915254,0.594915254,0.010169492
I think before I do things,a20o,17.42859381,-,2,[520.0],[596.0],0.209615385,0.769230769,0.021153846,0.119127517,0.86409396,0.016778523
Other people my age generally like me,a20p,3.80830728,-,2,[515.0],[588.0],0.310679612,0.66407767,0.025242718,0.263605442,0.717687075,0.018707483
Other children or young people pick on me,a20q,8.008893228,+,2,[520.0],[593.0],0.430769231,0.55,0.019230769,0.514333895,0.465430017,0.020236088
I am usually on my own; I generally play alone or keep to myself,a20r,1.506024861,+,2,[518.0],[592.0],0.579150579,0.409266409,0.011583012,0.614864865,0.373310811,0.011824324
I have at least one good friend,a20s,2.945993088,-,2,[524.0],[601.0],0.124045802,0.86259542,0.013358779,0.096505824,0.895174709,0.008319468
I get on better with adults than with people my own age,a20t,22.1164536,-,2,[513.0],[580.0],0.576998051,0.411306043,0.011695906,0.434482759,0.55,0.015517241
I am helpful if someone is hurt; upset or feeling ill,a20u,15.55127036,-,2,[519.0],[587.0],0.27938343,0.707129094,0.013487476,0.180579216,0.807495741,0.011925043
I try to be nice to other people. I care about their feelings,a20v,,,2,[517.0],[583.0],0.20696325,0.781431335,0.011605416,0.169811321,0.825042882,0.005145798
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,8.551517944,-,2,[513.0],[581.0],0.249512671,0.738791423,0.011695906,0.177280551,0.808950086,0.013769363
I usually share with others (food; games; pens etc.),a20x,3.096762666,-,2,[519.0],[584.0],0.179190751,0.811175337,0.009633911,0.140410959,0.849315068,0.010273973
Other children are treated better than me,a21a,3.982037262,-,2,[510.0],[580.0],0.364705882,0.605882353,0.029411765,0.317241379,0.662068966,0.020689655
People seem to think I am not smart,a21b,0.246812703,+,2,[516.0],[590.0],0.59496124,0.377906977,0.027131783,0.593220339,0.374576271,0.03220339
People seem to think they’re better than me,a21c,8.57950607,-,2,[516.0],[586.0],0.53875969,0.432170543,0.029069767,0.455631399,0.520477816,0.023890785
I get called names or insulted by other children,a21d,0.01866858,+,2,[515.0],[585.0],0.450485437,0.530097087,0.019417476,0.451282051,0.528205128,0.020512821
Because of where my family is from,a22a,0.187507765,-,1,[275.0],[353.0],0.818181818,0.181818182,0,0.804532578,0.195467422,0
Because of my skin colour,a22b,0.064777783,+,1,[275.0],[354.0],0.785454545,0.214545455,0,0.793785311,0.206214689,0
Because of my religion,a22c,0.90968812,+,1,[275.0],[353.0],0.88,0.12,0,0.90368272,0.09631728,0
Because of my height or weight,a22d,0.552097358,+,1,[275.0],[353.0],0.683636364,0.316363636,0,0.711048159,0.288951841,0
Because of a disability,a22e,0.001957296,-,1,[275.0],[353.0],0.927272727,0.072727273,0,0.926345609,0.073654391,0
Because of not having enough money,a22f,0.115029668,+,1,[275.0],[353.0],0.84,0.16,0,0.849858357,0.150141643,0
Because of my sexual orientation,a22g,0.137205095,-,1,[275.0],[353.0],0.952727273,0.047272727,0,0.946175637,0.053824363,0
Because of how I look or behave,a22h,2.21551045,-,1,[275.0],[353.0],0.774545455,0.225454545,0,0.722379603,0.277620397,0
Because of my attitude,a22j,0.871394986,-,1,[275.0],[353.0],0.741818182,0.258181818,0,0.708215297,0.291784703,0
Because of my opinions or beliefs,a22i,5.289788353,-,1,[275.0],[353.0],0.894545455,0.105454545,0,0.830028329,0.169971671,0
Because my parents are not around (i.e.; OFW),a22k,9.416111794,-,1,[275.0],[353.0],0.981818182,0.018181818,0,0.92917847,0.07082153,0
Because of the ethnic group I belong to,a22l,0.042335578,+,1,[275.0],[353.0],0.96,0.04,0,0.963172805,0.036827195,0
Due to conflict / war in our area,a22m,6.248319002,-,1,[275.0],[353.0],0.996363636,0.003636364,0,0.968838527,0.031161473,0
Because I am not studying (i.e.; out-of-school),a22n,3.039698365,-,1,[275.0],[353.0],0.978181818,0.021818182,0,0.95184136,0.04815864,0
Because I do not have a permanent residence / house,a22o,0.512361734,-,1,[275.0],[353.0],0.978181818,0.021818182,0,0.968838527,0.031161473,0
When you were treated this way; how often did it happen on the internet?,a23,0.842912725,-,2,[356.0],[447.0],0.755617978,0.230337079,0.014044944,0.731543624,0.248322148,0.020134228
I do dangerous things for fun,a24a,3.616352014,-,2,[510.0],[574.0],0.815686275,0.164705882,0.019607843,0.775261324,0.209059233,0.015679443
I do exciting things; even if they are dangerous,a24b,2.573712681,-,2,[512.0],[577.0],0.787109375,0.197265625,0.015625,0.746967071,0.237435009,0.01559792
Had so much alcohol that I got really drunk,a25a,3.724502437,+,2,[496.0],[574.0],0.943548387,0.048387097,0.008064516,0.933797909,0.043554007,0.022648084
Missed school lessons without my parent(s)/carer(s) knowing,a25b,2.713651065,-,2,[512.0],[585.0],0.904296875,0.08203125,0.013671875,0.873504274,0.111111111,0.015384615
Had sexual intercourse,a25c,1.180132352,+,2,[485.0],[576.0],0.886597938,0.084536082,0.028865979,0.899305556,0.067708333,0.032986111
Been in trouble with my teachers for bad behaviour,a25d,2.905260063,+,2,[502.0],[585.0],0.862549801,0.121513944,0.015936255,0.868376068,0.102564103,0.029059829
Been in trouble with the police,a25e,0.371774937,-,2,[499.0],[580.0],0.925851703,0.046092184,0.028056112,0.929310345,0.048275862,0.022413793
Met personally with someone whom I met online (i.e.; eyeball),a25f,4.795553269,-,2,[489.0],[578.0],0.90797546,0.075664622,0.016359918,0.887543253,0.105536332,0.006920415
I can solve difficult problems if I try hard enough,a26a,13.80940551,-,2,[489.0],[577.0],0.435582822,0.539877301,0.024539877,0.33102253,0.651646447,0.017331023
If someone opposes me; I can find ways to get what I want,a26b,10.17991053,-,2,[480.0],[556.0],0.527083333,0.447916667,0.025,0.429856115,0.54676259,0.023381295
It's easy for me to stick to my aims and achieve my goals,a26c,25.28724276,-,2,[485.0],[565.0],0.348453608,0.61443299,0.037113402,0.22300885,0.757522124,0.019469027
I am confident that I can deal with unexpected problems,a26d,17.96426993,-,2,[489.0],[553.0],0.406952965,0.558282209,0.034764826,0.287522604,0.685352622,0.027124774
I can stay calm when things get difficult because I am good at coping,a26g,20.96012241,-,2,[498.0],[562.0],0.327309237,0.638554217,0.034136546,0.222419929,0.763345196,0.014234875
Ideally; if you are given an opportunity; what level of education do you want to finish?,a27,1.90517452,+,2,[543.0],[623.0],0.064456722,0.928176796,0.007366483,0.075441413,0.91011236,0.014446228
Imagine if given the opportunity to finish your studies or to get your desired career in the future; where do you want to work?,a28,,,2,[534.0],[612.0],0.979400749,0.003745318,0.016853933,0.985294118,0.003267974,0.011437908
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,14.33149339,-,2,[505.0],[581.0],0.447524752,0.532673267,0.01980198,0.337349398,0.645438898,0.017211704
When I use the internet; I feel I want to achieve more in life.,a29b,7.91036839,-,2,[496.0],[579.0],0.471774194,0.504032258,0.024193548,0.393782383,0.588946459,0.017271157
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,0.43879621,-,2,[469.0],[587.0],0.880597015,0.10021322,0.019189765,0.867120954,0.112436116,0.02044293
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,1.387483488,-,2,[468.0],[576.0],0.91025641,0.076923077,0.012820513,0.899305556,0.078125,0.022569444
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,4.173902619,-,2,[477.0],[573.0],0.865828092,0.109014675,0.025157233,0.82547993,0.151832461,0.022687609
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,8.802279721,-,2,[461.0],[557.0],0.930585683,0.04989154,0.019522777,0.877917415,0.098743268,0.023339318
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,7.612080779,-,2,[470.0],[575.0],0.889361702,0.074468085,0.036170213,0.846956522,0.125217391,0.027826087
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,5.40605759,-,2,[468.0],[572.0],0.914529915,0.055555556,0.02991453,0.895104895,0.087412587,0.017482517
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,12.10173288,-,2,[467.0],[577.0],0.935760171,0.03640257,0.027837259,0.89254766,0.088388215,0.019064125
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,,,2,[23.0],[55.0],0.434782609,0.52173913,0.043478261,0.654545455,0.309090909,0.036363636
I have talked about sexual acts with someone on the internet when I did not want to,g3b,,,2,[34.0],[71.0],0.558823529,0.411764706,0.029411765,0.633802817,0.323943662,0.042253521
I have done something sexual on the internet when I did not want to,g3c,,,2,[26.0],[52.0],0.461538462,0.423076923,0.115384615,0.461538462,0.5,0.038461538
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,,,2,[16.0],[52.0],0.5,0.5,0,0.673076923,0.307692308,0.019230769
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); did it happen when you were using which of the following?,g4,,,4,[51.0],[112.0],0.568627451,0.294117647,0.137254902,0.651785714,0.214285714,0.133928571
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); who was the person who did this?,g5,,,9,[46.0],[105.0],0.195652174,0.195652174,0.608695652,0.20952381,0.180952381,0.60952381
Brother (over 18),g9a,1.863354037,+,1,[50.0],[100.0],0.7,0.3,0,0.8,0.2,0
Sister (over 18),g9b,0.093052109,-,1,[50.0],[100.0],0.84,0.16,0,0.82,0.18,0
A younger brother or sister,g9c,0.021373611,+,1,[50.0],[100.0],0.8,0.2,0,0.81,0.19,0
Father or step-/foster father,g9d,0.030132583,-,1,[50.0],[100.0],0.88,0.12,0,0.87,0.13,0
Mother or step-/foster mother,g9e,0.892857143,+,1,[50.0],[100.0],0.8,0.2,0,0.86,0.14,0
Friend or acquaintance,g9g,0.623700624,-,1,[50.0],[100.0],0.78,0.22,0,0.72,0.28,0
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,,,1,[50.0],[100.0],0.96,0.04,0,0.9,0.1,0
Other (specify),g9i,,,1,[50.0],[100.0],0.96,0.04,0,0.94,0.06,0
I didn’t tell anyone about it,g9k,,,1,[50.0],[100.0],0.94,0.06,0,0.92,0.08,0
