Dataset 1,Dataset 2,,,,,,,,,,,
C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\male_p.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\female_p.csv,,,,,,,,,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom,N1,N2,P1(a),P1(b),P1(etc),P2(a),P2(b),P2(etc)
I feel I have to check my device (e.g. phone or computer) to see if anything new has just happened,f45f,29.03606812,-,2,[736.0],[906.0],0.707880435,0.28125,0.010869565,0.579470199,0.402869757,0.017660044
Here is a picture of a ladder. The top of the ladder ‘10’ is the best possible life for you and the bottom ‘0’ is the worst possible life for you. In general; where on the ladder do you feel you stand at the moment? Mark the circle next to the number that best describes where you stand.,h1,0.000144967,+,1,[748.0],[907.0],0.14973262,0.85026738,0,0.149944873,0.850055127,0
Your mother or father (including step/foster mother or father),h2a,0.004836435,+,1,[766.0],[931.0],0.378590078,0.621409922,0,0.380236305,0.619763695,0
Your brother or sister (including step siblings),h2b,0.319967117,+,1,[765.0],[930.0],0.653594771,0.346405229,0,0.666666667,0.333333333,0
Cousin,h2i,1.602653039,-,1,[765.0],[929.0],0.806535948,0.193464052,0,0.781485468,0.218514532,0
Aunt/Uncle,h2j,5.727596677,+,1,[765.0],[931.0],0.860130719,0.139869281,0,0.897959184,0.102040816,0
Grandfather/Grandmother,h2k,1.921451462,+,1,[765.0],[930.0],0.850980392,0.149019608,0,0.874193548,0.125806452,0
A friend around my age,h2c,13.32448623,-,1,[765.0],[930.0],0.664052288,0.335947712,0,0.577419355,0.422580645,0
Boyfriend/Girlfriend,h2l,0.776798716,-,1,[765.0],[930.0],0.963398693,0.036601307,0,0.95483871,0.04516129,0
A teacher,h2d,3.455926791,+,1,[765.0],[930.0],0.896732026,0.103267974,0,0.922580645,0.077419355,0
Classmate,h2m,0.962711335,-,1,[765.0],[930.0],0.820915033,0.179084967,0,0.802150538,0.197849462,0
Someone whose job it is to help children [give examples if needed],h2e,0.478311579,-,1,[765.0],[929.0],0.986928105,0.013071895,0,0.98277718,0.01722282,0
Nanny,h2n,,,1,[765.0],[929.0],0.993464052,0.006535948,0,0.998923574,0.001076426,0
Godfather/Godmother,h2o,6.361587788,+,1,[765.0],[929.0],0.964705882,0.035294118,0,0.983853606,0.016146394,0
Priest/Pastor/Nun,h2p,0.082674422,+,1,[765.0],[929.0],0.984313725,0.015686275,0,0.986006459,0.013993541,0
Neighbor,h2q,4.865851019,+,1,[765.0],[929.0],0.951633987,0.048366013,0,0.972012917,0.027987083,0
Another adult you trust,h2f,0.289198421,+,1,[765.0],[929.0],0.933333333,0.066666667,0,0.939720129,0.060279871,0
Someone else,h2g,8.044023278,+,1,[765.0],[929.0],0.963398693,0.036601307,0,0.984930032,0.015069968,0
No one,h2h,14.27391578,+,1,[765.0],[929.0],0.924183007,0.075816993,0,0.96555436,0.03444564,0
How easy is it for you to talk to your parent/carer about things that upset you?,i1,3.977407243,-,2,[737.0],[910.0],0.644504749,0.305291723,0.050203528,0.597802198,0.350549451,0.051648352
When I speak someone listens to what I say,i2a,10.32626765,-,2,[766.0],[931.0],0.134464752,0.84073107,0.024804178,0.085929108,0.889366273,0.024704619
My family really tries to help me,i2b,1.343332907,-,2,[764.0],[944.0],0.05104712,0.933246073,0.015706806,0.041313559,0.938559322,0.020127119
I feel safe at home,i2c,6.789809834,-,2,[779.0],[956.0],0.061617458,0.924261874,0.014120668,0.037656904,0.953974895,0.008368201
My parent(s)/carer(s) sets rules about what I can do at home,i3b,17.63167049,-,2,[763.0],[938.0],0.273918742,0.70904325,0.017038008,0.18869936,0.795309168,0.015991471
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,11.05897558,-,2,[758.0],[933.0],0.273087071,0.711081794,0.015831135,0.20471597,0.774919614,0.020364416
My parent(s)/carer(s) tells me when I am doing something well,i3d,7.051967201,-,2,[769.0],[947.0],0.228868661,0.751625488,0.019505852,0.178458289,0.804646251,0.016895459
My parent(s)/carer(s) praises me for behaving well,i3a,11.5170596,-,2,[769.0],[944.0],0.22756827,0.754226268,0.018205462,0.164194915,0.820974576,0.014830508
Encourages me to explore and learn things on the internet,i4a,0.776215011,-,2,[740.0],[916.0],0.568918919,0.410810811,0.02027027,0.548034934,0.429039301,0.022925764
Suggests ways to use the internet safely,i4b,2.776417514,-,2,[734.0],[911.0],0.459128065,0.525885559,0.014986376,0.420417124,0.559824369,0.019758507
Talks to me about what I do on the internet,i4c,3.641780538,-,2,[726.0],[922.0],0.526170799,0.457300275,0.016528926,0.480477223,0.497830803,0.021691974
Sits with me while I use the internet,i4d,2.337292732,-,2,[729.0],[923.0],0.578875171,0.410150892,0.010973937,0.552546046,0.429035753,0.018418202
Stays nearby when I use the internet,i4e,11.34253448,-,2,[724.0],[915.0],0.580110497,0.406077348,0.013812155,0.49726776,0.483060109,0.019672131
Does shared activities together with me on the internet,i4f,6.140505707,-,2,[733.0],[922.0],0.597544338,0.38744884,0.015006821,0.536876356,0.444685466,0.018438178
Talks to me about what to do if something online bothers or upsets me,i4g,8.561345517,-,2,[710.0],[904.0],0.609859155,0.370422535,0.01971831,0.539823009,0.430309735,0.029867257
Helps me when something is difficult to do or find on the internet,i4h,6.380550647,-,2,[725.0],[917.0],0.573793103,0.413793103,0.012413793,0.524536532,0.450381679,0.025081788
Explains why some websites are appropriate or inappropriate,i4i,2.310939101,-,2,[715.0],[903.0],0.565034965,0.412587413,0.022377622,0.527131783,0.448504983,0.024363234
Helps me when something bothers me on the internet,i4j,8.453393126,-,2,[715.0],[904.0],0.570629371,0.40979021,0.01958042,0.498893805,0.474557522,0.026548673
Talks to me about the commercial activities I am exposed to online,i4k,0.121310799,+,2,[255.0],[344.0],0.588235294,0.368627451,0.043137255,0.595930233,0.36627907,0.037790698
Told my parent/carer about things that bother or upset me on the internet,i5a,1.487473018,-,2,[713.0],[891.0],0.575035063,0.403927069,0.021037868,0.54657688,0.427609428,0.025813692
Helped my parent/carer to do something they found difficult on the internet,i5b,16.00493076,-,2,[723.0],[902.0],0.57538036,0.409405256,0.015214385,0.475609756,0.505543237,0.018847007
Started a discussion with my parent/carer about what I do on the internet,i5c,9.816768099,-,2,[728.0],[915.0],0.542582418,0.432692308,0.024725275,0.467759563,0.510382514,0.021857923
Asked for my parent's/carer's advice on how I should act online,i5d,2.836370181,-,2,[730.0],[908.0],0.57260274,0.406849315,0.020547945,0.531938326,0.442731278,0.025330396
Asked my parent/carer for something that I have seen advertised online,i5e,1.390913661,-,2,[718.0],[901.0],0.679665738,0.299442897,0.020891365,0.660377358,0.310765816,0.028856826
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,7.010286908,-,2,[722.0],[912.0],0.667590028,0.315789474,0.016620499,0.606359649,0.368421053,0.025219298
Use a web or phone camera (e.g.; for Skype or video chat),i6a,4.426120297,-,2,[654.0],[851.0],0.318042813,0.574923547,0.107033639,0.30199765,0.618096357,0.079905993
Download music or films,i6b,0.333687676,+,2,[681.0],[852.0],0.440528634,0.512481645,0.046989721,0.454225352,0.497652582,0.048122066
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,5.59974826,+,2,[688.0],[885.0],0.513081395,0.436046512,0.050872093,0.563841808,0.402259887,0.033898305
Watch video clips (e.g.; on YouTube),i6d,1.581345351,-,2,[715.0],[887.0],0.531468531,0.430769231,0.037762238,0.508455468,0.443066516,0.048478016
Play games with other people online,i6e,25.09950072,-,2,[728.0],[856.0],0.524725275,0.432692308,0.042582418,0.39953271,0.552570093,0.047897196
Visit a chat room,i6f,1.813023433,+,2,[646.0],[832.0],0.329721362,0.592879257,0.077399381,0.362980769,0.566105769,0.070913462
Use instant messaging,i6g,2.469536145,-,2,[647.0],[825.0],0.417310665,0.522411128,0.060278207,0.389090909,0.561212121,0.04969697
Read/watch news online,i6h,2.407278182,+,2,[657.0],[866.0],0.523592085,0.427701674,0.04870624,0.563510393,0.3926097,0.043879908
Use the internet for school work,i6i,4.483271664,+,2,[698.0],[903.0],0.608882521,0.351002865,0.040114613,0.645625692,0.330011074,0.024363234
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,17.47508806,-,2,[644.0],[795.0],0.448757764,0.479813665,0.071428571,0.340880503,0.577358491,0.081761006
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,0.971049335,-,2,[642.0],[855.0],0.468847352,0.470404984,0.060747664,0.476023392,0.474853801,0.049122807
Parental controls or other means of blocking or filtering some types of website,i7a,1.844417612,-,2,[643.0],[823.0],0.779160187,0.135303266,0.085536547,0.780072904,0.150668287,0.069258809
Parental controls or other means of keeping track of the websites or apps I visit,i7b,0.231732868,+,2,[649.0],[817.0],0.7596302,0.184899846,0.055469954,0.76499388,0.17625459,0.05875153
Rules about how long or when I am allowed to go online,i7c,1.316160763,-,2,[693.0],[878.0],0.518037518,0.435786436,0.046176046,0.507972665,0.455580866,0.036446469
A service or contract that limits the time I spend on the internet,i7d,1.347420072,+,2,[669.0],[852.0],0.620328849,0.333333333,0.046337818,0.642018779,0.321596244,0.036384977
Software to prevent spam or junk mail/viruses,i7e,0.453257965,+,2,[641.0],[821.0],0.702028081,0.235569423,0.062402496,0.713763703,0.231425091,0.054811206
Parental controls that filter the apps I can download,i7f,0.957332079,+,2,[643.0],[814.0],0.724727838,0.228615863,0.046656299,0.743243243,0.218673219,0.038083538
Parental controls that alert my parent/carer when I want to buy content (in-app purchase),i7g,0.134891363,+,2,[639.0],[811.0],0.776212833,0.176838811,0.046948357,0.781750925,0.175092478,0.043156597
Software that limits the people I can be in touch with (through voice calls and SMS/TEXT MMS),i7h,1.792134957,-,2,[640.0],[805.0],0.715625,0.240625,0.04375,0.693167702,0.269565217,0.037267081
Ad blocking software,i7i,4.860540161,+,2,[641.0],[807.0],0.764430577,0.165366615,0.070202808,0.809169765,0.126394052,0.064436183
Which friends or contacts you add to my social networking profile/instant messaging service,i8a,3.918984697,-,2,[525.0],[750.0],0.647619048,0.325714286,0.026666667,0.602666667,0.377333333,0.02
The messages in my email or other app for communicating with people,i8b,5.2428278,+,2,[672.0],[855.0],0.693452381,0.272321429,0.03422619,0.715789474,0.267836257,0.016374269
My profile on a social networking site or online community,i8c,3.967512816,-,2,[533.0],[772.0],0.547842402,0.410881801,0.041275797,0.537564767,0.439119171,0.023316062
Which websites I visited,i8d,1.509238273,+,2,[686.0],[867.0],0.718658892,0.253644315,0.027696793,0.728950404,0.252595156,0.018454441
The apps I downloaded,i8e,6.264036021,+,2,[507.0],[712.0],0.58974359,0.382642998,0.027613412,0.655898876,0.327247191,0.016853933
The in-app purchases I made,i8f,6.07731553,+,2,[483.0],[683.0],0.734989648,0.233954451,0.031055901,0.796486091,0.178623719,0.02489019
How much do you like school at present?,j1,6.661794503,-,2,[744.0],[932.0],0.123655914,0.865591398,0.010752688,0.087982833,0.894849785,0.017167382
Suggested ways to use the internet safely,j5a,9.860174611,-,2,[728.0],[916.0],0.414835165,0.572802198,0.012362637,0.339519651,0.647379913,0.013100437
Encouraged me to explore and learn things on the internet,j5b,0.442334674,-,2,[711.0],[905.0],0.537271449,0.450070323,0.012658228,0.521546961,0.464088398,0.014364641
Made rules about what I can do on the internet at school,j5c,3.948840984,-,2,[699.0],[889.0],0.570815451,0.416309013,0.012875536,0.524184477,0.456692913,0.01912261
Helped me when I found something difficult to do or find on the internet,j5d,2.173351842,-,2,[691.0],[877.0],0.593342981,0.392185239,0.01447178,0.556442417,0.428734322,0.014823261
Talked to me about what I do on the internet,j5e,0.396196233,+,2,[693.0],[883.0],0.614718615,0.369408369,0.015873016,0.621744054,0.359003398,0.019252548
Explained why some websites are good or bad,j5f,7.984594271,-,2,[702.0],[878.0],0.537037037,0.444444444,0.018518519,0.465831435,0.514806378,0.019362187
Suggested ways to behave towards other people online,j5g,10.15937486,-,2,[701.0],[880.0],0.529243937,0.45363766,0.017118402,0.448863636,0.532954545,0.018181818
Helped me in the past when something has bothered me on the internet,j5h,3.528716323,-,2,[679.0],[857.0],0.665684831,0.318114875,0.016200295,0.619603267,0.360560093,0.019836639
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,5.441853037,-,2,[670.0],[855.0],0.658208955,0.325373134,0.01641791,0.6,0.380116959,0.019883041
My friends really try to help me,k1a,4.393109724,-,2,[756.0],[931.0],0.171957672,0.794973545,0.033068783,0.139634801,0.834586466,0.025778733
I can count on my friends when things go wrong,k1b,7.8875841,-,2,[753.0],[933.0],0.193891102,0.782204515,0.023904382,0.150053591,0.83494105,0.015005359
I can talk about my problems with my friends,k1c,21.90244124,-,2,[755.0],[933.0],0.237086093,0.737748344,0.025165563,0.160771704,0.828510182,0.010718114
I get worried when I �?nd out my friends are having fun without me ,k1d,1.382089418,-,2,[732.0],[921.0],0.378415301,0.598360656,0.023224044,0.352877307,0.626492942,0.02062975
Suggested ways to use the internet safely,k2a,22.6475446,-,2,[735.0],[914.0],0.523809524,0.455782313,0.020408163,0.412472648,0.573304158,0.014223195
Encouraged me to explore and learn things on the internet,k2b,1.547656115,-,2,[734.0],[908.0],0.485013624,0.497275204,0.017711172,0.462555066,0.524229075,0.013215859
Helped me when I found something difficult to do on the internet,k2c,1.8487939,-,2,[723.0],[902.0],0.558782849,0.420470263,0.020746888,0.528824834,0.453436807,0.017738359
Explained why some websites are good or bad,k2d,0.4506176,-,2,[722.0],[894.0],0.567867036,0.408587258,0.023545706,0.564876957,0.416107383,0.01901566
Suggested ways to behave towards other people on the internet,k2e,4.072223005,-,2,[721.0],[902.0],0.588072122,0.393897365,0.018030513,0.538802661,0.44345898,0.017738359
Helped me in the past when something has bothered me on the internet,k2f,2.74240859,-,2,[719.0],[884.0],0.605006954,0.376912378,0.018080668,0.566742081,0.417420814,0.015837104
Have you suggested to your friends ways to use the internet safely?,k3,3.595049725,-,2,[724.0],[910.0],0.48480663,0.490331492,0.024861878,0.457142857,0.527472527,0.015384615
I feel safe in the area where I live,k4a,19.31043492,-,2,[755.0],[925.0],0.147019868,0.830463576,0.022516556,0.08,0.899459459,0.020540541
It is safe for younger children to play outside during the day,k4b,1.903295861,-,2,[752.0],[932.0],0.230053191,0.753989362,0.015957447,0.2027897,0.778969957,0.018240343
You can trust people around here,k4c,5.098529468,-,2,[750.0],[932.0],0.201333333,0.776,0.022666667,0.17167382,0.815450644,0.012875536
How often do you get some new clothes to wear?,a14,10.58379166,-,2,[784.0],[948.0],0.105867347,0.863520408,0.030612245,0.063291139,0.9092827,0.02742616
How easily can you find a quiet place to study or do homework?,a15,0.888566557,-,2,[771.0],[950.0],0.178988327,0.80155642,0.019455253,0.181052632,0.805263158,0.013684211
How often do you go on holiday [for at least one week] away from home?,a16,4.989542048,-,2,[772.0],[931.0],0.353626943,0.626943005,0.019430052,0.303974221,0.67132116,0.024704619
How often do you have fresh fruit and vegetables to eat?,a17,0.368903431,-,2,[775.0],[944.0],0.123870968,0.855483871,0.020645161,0.120762712,0.862288136,0.016949153
How often do you have fish or meat to eat?,a17a,0.414896032,-,2,[778.0],[951.0],0.120822622,0.858611825,0.020565553,0.116719243,0.866456362,0.016824395
Do you have at least two pairs of properly fitting shoes? [include: boots; sandals; trainers; etc.],a18,27.5534534,-,2,[784.0],[957.0],0.193877551,0.785714286,0.020408163,0.107628004,0.878787879,0.013584117
How often do you get some new games or toys to play with?,a19,12.19056813,+,2,[730.0],[861.0],0.51369863,0.438356164,0.047945205,0.551684088,0.368176539,0.080139373
I get very angry and often lose my temper,a20a,19.96054454,-,2,[786.0],[955.0],0.41221374,0.576335878,0.011450382,0.309947644,0.679581152,0.010471204
I usually do as I am told,a20b,1.442317555,-,2,[787.0],[954.0],0.110546379,0.878017789,0.011435832,0.094339623,0.896226415,0.009433962
I fight a lot; I can make other people do what I want,a20c,31.59795748,+,2,[783.0],[948.0],0.708812261,0.273307791,0.017879949,0.82278481,0.165611814,0.011603376
I am often accused of lying or cheating,a20d,13.37884007,+,2,[779.0],[943.0],0.670089859,0.317073171,0.01283697,0.741251326,0.239660657,0.019088017
I take things that are not mine from home; school or elsewhere,a20e,52.86413179,+,2,[775.0],[937.0],0.784516129,0.19483871,0.020645161,0.909284952,0.080042689,0.010672359
I worry a lot,a20f,17.75976094,-,2,[779.0],[942.0],0.32605905,0.655969191,0.017971759,0.243099788,0.747346072,0.00955414
I am nervous in certain new situations; I easily lose confidence,a20g,30.93859614,-,2,[766.0],[920.0],0.510443864,0.473890339,0.015665796,0.376086957,0.607608696,0.016304348
I get a lot of headaches; stomach-aches or sickness,a20h,6.586992329,-,2,[761.0],[939.0],0.609724047,0.371879106,0.018396846,0.562300319,0.427050053,0.010649627
I am often unhappy; sad or tearful,a20i,12.11919802,-,2,[764.0],[945.0],0.517015707,0.468586387,0.014397906,0.443386243,0.549206349,0.007407407
I have many fears and I am easily scared,a20j,17.52835456,-,2,[766.0],[941.0],0.408616188,0.575718016,0.015665796,0.312433581,0.673751328,0.01381509
I am restless; I cannot stay still for long,a20k,1.986140665,-,2,[757.0],[932.0],0.598414795,0.385733157,0.015852048,0.564377682,0.418454936,0.017167382
I finish the work I'm doing. My attention is good,a20l,11.31047466,-,2,[760.0],[925.0],0.247368421,0.736842105,0.015789474,0.180540541,0.804324324,0.015135135
I am easily distracted and find it difficult to concentrate,a20n,0.479130962,-,2,[753.0],[930.0],0.38247012,0.604249668,0.013280212,0.375268817,0.607526882,0.017204301
I think before I do things,a20o,8.472994549,-,2,[761.0],[940.0],0.168199737,0.813403417,0.018396846,0.120212766,0.864893617,0.014893617
Other people my age generally like me,a20p,7.704598286,-,2,[756.0],[925.0],0.28968254,0.693121693,0.017195767,0.23027027,0.75027027,0.019459459
Other children or young people pick on me,a20q,4.169637812,-,2,[755.0],[933.0],0.501986755,0.470198675,0.02781457,0.501607717,0.484458735,0.013933548
I am usually on my own; I generally play alone or keep to myself,a20r,5.017114488,+,2,[750.0],[929.0],0.570666667,0.413333333,0.016,0.624327234,0.360602799,0.015069968
I have at least one good friend,a20s,6.127429365,-,2,[769.0],[941.0],0.128738622,0.859557867,0.011703511,0.091392136,0.895855473,0.012752391
I get on better with adults than with people my own age,a20t,0.338689566,+,2,[742.0],[923.0],0.448787062,0.537735849,0.013477089,0.456121343,0.527627302,0.016251354
I am helpful if someone is hurt; upset or feeling ill,a20u,19.06636734,-,2,[750.0],[933.0],0.254666667,0.725333333,0.02,0.170418006,0.814576635,0.015005359
I try to be nice to other people. I care about their feelings,a20v,13.0824015,-,2,[750.0],[923.0],0.210666667,0.774666667,0.014666667,0.146262189,0.843986999,0.009750813
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,12.99826948,-,2,[746.0],[922.0],0.22386059,0.750670241,0.025469169,0.169197397,0.818872017,0.011930586
I usually share with others (food; games; pens etc.),a20x,10.31728901,-,2,[750.0],[927.0],0.169333333,0.816,0.014666667,0.117583603,0.872707659,0.009708738
Other children are treated better than me,a21a,3.727998311,-,2,[752.0],[911.0],0.348404255,0.619680851,0.031914894,0.315038419,0.661909989,0.023051592
People seem to think I am not smart,a21b,0.609393252,+,2,[756.0],[925.0],0.571428571,0.400793651,0.027777778,0.577297297,0.389189189,0.033513514
People seem to think they’re better than me,a21c,1.601507975,-,2,[748.0],[923.0],0.471925134,0.5,0.028074866,0.440953413,0.52979415,0.029252438
I get called names or insulted by other children,a21d,0.812659619,+,2,[750.0],[921.0],0.450666667,0.526666667,0.022666667,0.470141151,0.504885993,0.024972856
Because of where my family is from,a22a,5.99316432,+,1,[442.0],[548.0],0.778280543,0.221719457,0,0.839416058,0.160583942,0
Because of my skin colour,a22b,0.498545486,+,1,[442.0],[549.0],0.785067873,0.214932127,0,0.803278689,0.196721311,0
Because of my religion,a22c,7.419339056,+,1,[442.0],[548.0],0.86199095,0.13800905,0,0.916058394,0.083941606,0
Because of my height or weight,a22d,4.82043613,-,1,[442.0],[548.0],0.737556561,0.262443439,0,0.673357664,0.326642336,0
Because of a disability,a22e,6.454334486,+,1,[442.0],[548.0],0.900452489,0.099547511,0,0.943430657,0.056569343,0
Because of not having enough money,a22f,0.530789844,+,1,[442.0],[548.0],0.825791855,0.174208145,0,0.843065693,0.156934307,0
Because of my sexual orientation,a22g,9.067673045,+,1,[442.0],[548.0],0.929864253,0.070135747,0,0.97080292,0.02919708,0
Because of how I look or behave,a22h,2.024763104,+,1,[442.0],[548.0],0.705882353,0.294117647,0,0.746350365,0.253649635,0
Because of my attitude,a22j,0.054541945,+,1,[442.0],[548.0],0.71040724,0.28959276,0,0.717153285,0.282846715,0
Because of my opinions or beliefs,a22i,0.228633739,-,1,[442.0],[548.0],0.841628959,0.158371041,0,0.830291971,0.169708029,0
Because my parents are not around (i.e.; OFW),a22k,6.60667971,+,1,[442.0],[548.0],0.93438914,0.06561086,0,0.968978102,0.031021898,0
Because of the ethnic group I belong to,a22l,5.207027881,+,1,[442.0],[548.0],0.938914027,0.061085973,0,0.968978102,0.031021898,0
Due to conflict / war in our area,a22m,12.26983909,+,1,[442.0],[548.0],0.963800905,0.036199095,0,0.994525547,0.005474453,0
Because I am not studying (i.e.; out-of-school),a22n,9.920550838,+,1,[442.0],[548.0],0.947963801,0.052036199,0,0.983576642,0.016423358,0
Because I do not have a permanent residence / house,a22o,1.83883757,+,1,[442.0],[548.0],0.966063348,0.033936652,0,0.979927007,0.020072993,0
When you were treated this way; how often did it happen on the internet?,a23,6.339889761,+,2,[548.0],[685.0],0.711678832,0.275547445,0.012773723,0.759124088,0.218978102,0.02189781
I do dangerous things for fun,a24a,29.13510691,+,2,[743.0],[904.0],0.732166891,0.243606999,0.02422611,0.83960177,0.14159292,0.01880531
I do exciting things; even if they are dangerous,a24b,23.87271733,+,2,[749.0],[906.0],0.707610147,0.273698264,0.018691589,0.80794702,0.174392936,0.017660044
Had so much alcohol that I got really drunk,a25a,18.96164199,+,2,[741.0],[897.0],0.882591093,0.095816464,0.021592443,0.938684504,0.042363434,0.018952062
Missed school lessons without my parent(s)/carer(s) knowing,a25b,22.70591853,+,2,[757.0],[914.0],0.816380449,0.166446499,0.017173052,0.887308534,0.089715536,0.02297593
Had sexual intercourse,a25c,7.554145429,+,2,[733.0],[901.0],0.870395634,0.094133697,0.035470668,0.908990011,0.058823529,0.032186459
Been in trouble with my teachers for bad behaviour,a25d,7.060747309,+,2,[749.0],[903.0],0.839786382,0.141522029,0.018691589,0.88372093,0.099667774,0.016611296
Been in trouble with the police,a25e,3.691472356,+,2,[745.0],[903.0],0.918120805,0.056375839,0.025503356,0.941306755,0.03765227,0.021040975
Met personally with someone whom I met online (i.e.; eyeball),a25f,18.22913221,+,2,[732.0],[905.0],0.844262295,0.137978142,0.017759563,0.912707182,0.077348066,0.009944751
I can solve difficult problems if I try hard enough,a26a,5.682494885,-,2,[727.0],[900.0],0.337001376,0.635488308,0.027510316,0.313333333,0.673333333,0.013333333
If someone opposes me; I can find ways to get what I want,a26b,2.496764395,+,2,[708.0],[873.0],0.40819209,0.563559322,0.028248588,0.442153494,0.53722795,0.020618557
It's easy for me to stick to my aims and achieve my goals,a26c,4.737726759,-,2,[717.0],[882.0],0.264993026,0.70153417,0.033472803,0.236961451,0.742630385,0.020408163
I am confident that I can deal with unexpected problems,a26d,1.45993983,-,2,[718.0],[877.0],0.299442897,0.667130919,0.033426184,0.286202965,0.688711517,0.025085519
I can stay calm when things get difficult because I am good at coping,a26g,2.59176966,-,2,[728.0],[889.0],0.232142857,0.736263736,0.031593407,0.232845894,0.748031496,0.01912261
Ideally; if you are given an opportunity; what level of education do you want to finish?,a27,12.48871301,-,2,[804.0],[966.0],0.088308458,0.896766169,0.014925373,0.048654244,0.942028986,0.00931677
Imagine if given the opportunity to finish your studies or to get your desired career in the future; where do you want to work?,a28,,,2,[796.0],[953.0],0.978643216,0.00879397,0.012562814,0.981112277,0.002098636,0.016789087
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,9.024939321,-,2,[743.0],[914.0],0.390309556,0.592193809,0.017496635,0.319474836,0.66083151,0.019693654
When I use the internet; I feel I want to achieve more in life.,a29b,2.054426186,+,2,[737.0],[909.0],0.404341927,0.582089552,0.013568521,0.394939494,0.581958196,0.02310231
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,1.794706636,+,2,[730.0],[903.0],0.845205479,0.126027397,0.028767123,0.857142857,0.124031008,0.018826135
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,12.79275081,+,2,[719.0],[890.0],0.860917942,0.116828929,0.022253129,0.915730337,0.06741573,0.016853933
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,0.307164017,-,2,[725.0],[896.0],0.804137931,0.173793103,0.022068966,0.800223214,0.180803571,0.018973214
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,4.994818415,+,2,[705.0],[870.0],0.869503546,0.10212766,0.028368794,0.904597701,0.072413793,0.022988506
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,1.375208473,+,2,[717.0],[890.0],0.843793584,0.125523013,0.030683403,0.861797753,0.106741573,0.031460674
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,3.856356434,+,2,[717.0],[891.0],0.873082287,0.09623431,0.030683403,0.903479237,0.075196409,0.021324355
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,0.27436557,+,2,[717.0],[899.0],0.894002789,0.083682008,0.022315202,0.899888765,0.076751947,0.023359288
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,,,2,[74.0],[65.0],0.554054054,0.405405405,0.040540541,0.8,0.2,0
I have talked about sexual acts with someone on the internet when I did not want to,g3b,,,2,[93.0],[94.0],0.516129032,0.440860215,0.043010753,0.691489362,0.255319149,0.053191489
I have done something sexual on the internet when I did not want to,g3c,,,2,[69.0],[70.0],0.463768116,0.47826087,0.057971014,0.628571429,0.314285714,0.057142857
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,,,2,[61.0],[70.0],0.573770492,0.393442623,0.032786885,0.857142857,0.142857143,0
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); did it happen when you were using which of the following?,g4,2.434772744,+,4,[146.0],[145.0],0.636986301,0.205479452,0.157534247,0.689655172,0.144827586,0.165517241
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); who was the person who did this?,g5,28.52914175,+,9,[140.0],[129.0],0.2,0.214285714,0.585714286,0.201550388,0.093023256,0.705426357
Brother (over 18),g9a,7.037280979,+,1,[128.0],[129.0],0.7265625,0.2734375,0,0.860465116,0.139534884,0
Sister (over 18),g9b,0.300277222,+,1,[128.0],[129.0],0.8359375,0.1640625,0,0.860465116,0.139534884,0
A younger brother or sister,g9c,2.939896539,+,1,[128.0],[129.0],0.796875,0.203125,0,0.875968992,0.124031008,0
Father or step-/foster father,g9d,3.945258239,+,1,[128.0],[129.0],0.875,0.125,0,0.945736434,0.054263566,0
Mother or step-/foster mother,g9e,2.356144622,+,1,[128.0],[129.0],0.84375,0.15625,0,0.906976744,0.093023256,0
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.340269945,+,1,[128.0],[129.0],0.859375,0.140625,0,0.88372093,0.11627907,0
Friend or acquaintance,g9g,4.951365987,-,1,[128.0],[129.0],0.796875,0.203125,0,0.674418605,0.325581395,0
Teacher/ educator,g9h,3.52729183,+,1,[128.0],[129.0],0.9140625,0.0859375,0,0.968992248,0.031007752,0
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,6.058032376,+,1,[128.0],[129.0],0.890625,0.109375,0,0.968992248,0.031007752,0
